timestamp,algorithm,node_count,avg_tps,avg_latency_ms,cpu_usage_percent,memory_usage_mb,energy_consumption,throughput,success_rate,total_transactions
2025-12-15T12:42:30+03:00,PoW,1,0.00,15000.00,85.00,2048.00,10000.00,0.00,0.99,14
2025-12-15T12:42:35+03:00,PoW,1,3.38,15000.00,85.00,2048.00,10000.00,3.38,0.99,21
2025-12-15T12:42:35+03:00,PoW,1,3.38,15000.00,85.00,2048.00,10000.00,3.38,0.99,28
2025-12-15T12:42:35+03:00,PoW,1,3.38,15000.00,85.00,2048.00,10000.00,3.38,0.99,35
2025-12-15T12:42:40+03:00,PoW,1,3.49,15000.00,85.00,2048.00,10000.00,3.49,0.99,42
2025-12-15T12:42:40+03:00,PoW,1,3.49,15000.00,85.00,2048.00,10000.00,3.49,0.99,49
2025-12-15T12:42:45+03:00,PoW,1,3.53,15000.00,85.00,2048.00,10000.00,3.53,0.99,56
