timestamp,algorithm,node_count,avg_tps,avg_latency_ms,cpu_usage_percent,memory_usage_mb,energy_consumption,throughput,success_rate,total_transactions
2026-05-18T21:59:11+03:00,PoS,10,2429.45,500.00,15.00,100.00,17.48,2429.45,0.98,17010
2026-05-18T21:59:13+03:00,PoS,10,8512.73,500.00,15.00,100.00,17.48,8512.73,0.98,17020
2026-05-18T21:59:15+03:00,PoS,10,12490.76,500.00,15.00,100.00,17.48,12490.76,0.98,25005
2026-05-18T21:59:17+03:00,PoS,10,12519.78,500.00,15.00,100.00,17.48,12519.78,0.98,25015
2026-05-18T21:59:19+03:00,PoS,10,15497.56,500.00,15.00,100.00,17.48,15497.56,0.98,31009
2026-05-18T21:59:21+03:00,PoS,10,16995.77,500.00,15.00,100.00,17.48,16995.77,0.98,34010
2026-05-18T21:59:23+03:00,PoS,10,17018.97,500.00,15.00,100.00,17.48,17018.97,0.98,34020
